,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,11383.0,11383.0
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4373.0,4373.0
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,6039.0,6039.0
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7469.0,7469.0
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,526.0,526.0
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,778.0,778.0
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,747.0,747.0
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,3085.0,3085.0
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,-131.0,-131.0
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4929.0,4929.0
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4165.0,4165.0
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1611.0,1611.0
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1497.0,1497.0
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6567.0,6567.0
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1075.0,1075.0
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9070.0,9070.0
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3769.0,3769.0
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6483.0,6483.0
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5770.0,5770.0
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13746.0,13746.0
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,472.0,472.0
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,325.0,325.0
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,17230.0,17230.0
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4737.0,4737.0
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,-529.0,-529.0
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,277.0,277.0
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,12299.0,12299.0
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3447.0,3447.0
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1557.0,1557.0
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3255.0,3255.0
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2101.0,2101.0
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,343.0,343.0
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3417.0,3417.0
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2507.0,2507.0
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5621.0,5621.0
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,499.0,499.0
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,-845.0,-845.0
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3786.0,3786.0
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2213.0,2213.0
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1349.0,1349.0
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4784.0,4784.0
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,14156.0,14156.0
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2312.0,2312.0
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3189.0,3189.0
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6255.0,6255.0
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7711.0,7711.0
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14969.0,14969.0
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5879.0,5879.0
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1732.0,1732.0
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15531.0,15531.0
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4949.0,4949.0
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1177.0,1177.0
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3033.0,3033.0
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1367.0,1367.0
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,673.0,673.0
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3264.0,3264.0
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,8844.0,8844.0
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7769.0,7769.0
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,3947.0,3947.0
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2807.0,2807.0
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9841.0,9841.0
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3981.0,3981.0
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,-530.0,-530.0
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3341.0,3341.0
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4303.0,4303.0
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3489.0,3489.0
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,893.0,893.0
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4031.0,4031.0
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4316.0,4316.0
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,426.0,426.0
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,-384.0,-384.0
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1785.0,1785.0
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15451.0,15451.0
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4455.0,4455.0
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5683.0,5683.0
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,-231.0,-231.0
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,543.0,543.0
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3701.0,3701.0
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5521.0,5521.0
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1761.0,1761.0
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5065.0,5065.0
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2118.0,2118.0
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5846.0,5846.0
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2977.0,2977.0
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2947.0,2947.0
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2383.0,2383.0
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1012.0,1012.0
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,774.0,774.0
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,-509.0,-509.0
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4414.0,4414.0
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2607.0,2607.0
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2161.0,2161.0
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,907.0,907.0
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1840.0,1840.0
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5390.0,5390.0
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3465.0,3465.0
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-722.0,-722.0
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6746.0,6746.0
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4752.0,4752.0
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1285.0,1285.0
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8904.0,8904.0
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8162.0,8162.0
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1914.0,1914.0
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2983.0,2983.0
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,710.0,710.0
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11817.0,11817.0
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2261.0,2261.0
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2973.0,2973.0
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,321.0,321.0
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14541.0,14541.0
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6248.0,6248.0
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6573.0,6573.0
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4529.0,4529.0
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6110.0,6110.0
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4143.0,4143.0
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1269.0,1269.0
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,696.0,696.0
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2070.0,2070.0
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5855.0,5855.0
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1275.0,1275.0
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1939.0,1939.0
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8235.0,8235.0
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,711.0,711.0
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6845.0,6845.0
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,477.0,477.0
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,11352.0,11352.0
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1713.0,1713.0
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2972.0,2972.0
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4951.0,4951.0
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1388.0,1388.0
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10186.0,10186.0
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6743.0,6743.0
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,840.0,840.0
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,890.0,890.0
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,430.0,430.0
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2005.0,2005.0
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2197.0,2197.0
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8487.0,8487.0
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3865.0,3865.0
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,967.0,967.0
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2712.0,2712.0
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2925.0,2925.0
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4929.0,4929.0
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,687.0,687.0
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3580.0,3580.0
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14531.0,14531.0
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8126.0,8126.0
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1253.0,1253.0
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2381.0,2381.0
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,807.0,807.0
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4910.0,4910.0
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2066.0,2066.0
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7741.0,7741.0
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10706.0,10706.0
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1324.0,1324.0
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1077.0,1077.0
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8221.0,8221.0
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14317.0,14317.0
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,695.0,695.0
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3225.0,3225.0
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2771.0,2771.0
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1435.0,1435.0
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,487.0,487.0
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,919.0,919.0
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7679.0,7679.0
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8713.0,8713.0
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,491.0,491.0
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5552.0,5552.0
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4138.0,4138.0
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2065.0,2065.0
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10825.0,10825.0
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2453.0,2453.0
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8208.0,8208.0
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1425.0,1425.0
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-1197.0,-1197.0
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3557.0,3557.0
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,18.0,18.0
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7362.0,7362.0
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1513.0,1513.0
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3710.0,3710.0
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5531.0,5531.0
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-285.0,-285.0
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,5103.0,5103.0
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4203.0,4203.0
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,1936.0,1936.0
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2313.0,2313.0
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1085.0,1085.0
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4873.0,4873.0
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,84.0,84.0
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,904.0,904.0
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7429.0,7429.0
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,-373.0,-373.0
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2456.0,2456.0
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2103.0,2103.0
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6605.0,6605.0
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4868.0,4868.0
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7207.0,7207.0
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3623.0,3623.0
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1209.0,1209.0
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4185.0,4185.0
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1943.0,1943.0
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7051.0,7051.0
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,558.0,558.0
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7611.0,7611.0
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2577.0,2577.0
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,838.0,838.0
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3659.0,3659.0
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5643.0,5643.0
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3101.0,3101.0
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1351.0,1351.0
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2063.0,2063.0
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1149.0,1149.0
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,867.0,867.0
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2033.0,2033.0
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-3037.0,-3037.0
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6141.0,6141.0
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13559.0,13559.0
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,971.0,971.0
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2534.0,2534.0
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10823.0,10823.0
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1438.0,1438.0
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7555.0,7555.0
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3787.0,3787.0
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5721.0,5721.0
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,842.0,842.0
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7073.0,7073.0
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8164.0,8164.0
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2106.0,2106.0
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,445.0,445.0
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7102.0,7102.0
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,-1650.0,-1650.0
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5958.0,5958.0
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3863.0,3863.0
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7046.0,7046.0
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,938.0,938.0
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3724.0,3724.0
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2034.0,2034.0
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4339.0,4339.0
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5695.0,5695.0
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4185.0,4185.0
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,593.0,593.0
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,-6.0,-6.0
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1621.0,1621.0
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,912.0,912.0
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,434.0,434.0
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2180.0,2180.0
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1539.0,1539.0
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2859.0,2859.0
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1025.0,1025.0
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,165.0,165.0
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3482.0,3482.0
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1991.0,1991.0
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,465.0,465.0
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1558.0,1558.0
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1418.0,1418.0
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1265.0,1265.0
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4305.0,4305.0
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6158.0,6158.0
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4047.0,4047.0
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17337.0,17337.0
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6295.0,6295.0
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1595.0,1595.0
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,970.0,970.0
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2363.0,2363.0
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1513.0,1513.0
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,-653.0,-653.0
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8528.0,8528.0
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4129.0,4129.0
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1823.0,1823.0
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,755.0,755.0
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2827.0,2827.0
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1181.0,1181.0
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2504.0,2504.0
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,19778.0,19778.0
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2710.0,2710.0
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1385.0,1385.0
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1443.0,1443.0
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1957.0,1957.0
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10475.0,10475.0
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,305.0,305.0
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9402.0,9402.0
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1073.0,1073.0
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-457.0,-457.0
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2799.0,2799.0
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4644.0,4644.0
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1292.0,1292.0
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8756.0,8756.0
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2479.0,2479.0
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,983.0,983.0
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6405.0,6405.0
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7452.0,7452.0
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,2113.0,2113.0
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6417.0,6417.0
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1725.0,1725.0
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9173.0,9173.0
